"","genus","quality_grade","id","comments_count","observed_on","num_identification_agreements","identifications_count","num_identification_disagreements","location","taxon.name","taxon.rank","taxon.id","taxon.taxon_changes_count","taxon.observations_count","user.id","user.observations_count","user.identifications_count","species_count","RatioDisagree"
"3783","Bombus","needs_id",22201600,0,"2018-07-07",1,1,0,"49.2396383333,-123.13225","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3784","Bombus","needs_id",22201424,0,"2018-07-07",2,2,0,"49.2396383333,-123.13225","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3785","Bombus","needs_id",22200986,0,"2018-07-05",2,2,0,"49.305305,-123.00525","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3786","Bombus","needs_id",22200760,0,"2018-07-05",2,2,0,"49.305305,-123.00525","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3787","Bombus","needs_id",22200581,0,"2018-07-05",2,2,0,"49.305305,-123.00525","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3788","Bombus","needs_id",22200394,0,"2018-07-05",0,0,0,"49.269195,-123.136805","Bombus vosnesenskii","species",57689,0,6529,1078020,3386,889,56,NA
"3789","Bombus","needs_id",22200102,0,"2018-07-02",3,3,0,"49.16462,-123.1228466667","Pyrobombus","subgenus",538900,0,63340,1078020,3386,889,56,0
"3790","Bombus","research",22183110,0,"2019-04-07",1,1,0,"48.4333398253,-123.4530268543","Bombus vosnesenskii","species",57689,0,6529,515751,27029,6916,56,0
"3791","Anthophorini","needs_id",22182491,1,"2019-04-07",3,3,0,"48.9595966667,-123.53453","Anthophorini","tribe",203135,0,7223,59776,2079,134,NA,0
"3792","Bombus","research",22181932,0,"2019-04-05",1,1,0,"48.4607116667,-123.3038333333","Bombus vosnesenskii","species",57689,0,6529,1427016,240,0,56,0
"3793","Apis","casual",22181450,0,"2019-04-06",0,0,0,"48.557255,-123.4428333333","Apis","genus",47220,0,100094,1427016,240,0,1,NA
"3794","Bombus","casual",22179973,0,NA,0,0,0,"49.2394938345,-123.1293172952","Bombus vosnesenskii","species",57689,0,6529,1498549,86,0,56,NA
"3795","Bombus","casual",22179862,0,NA,0,0,0,"49.2396059119,-123.1292529222","Bombus mixtus","species",319125,0,859,1498549,86,0,56,NA
"3796","Bombus","research",22161410,0,"2019-04-07",1,1,0,"49.2069033333,-122.9668966667","Bombus mixtus","species",319125,0,859,275602,1031,552,56,0
"3797","Bombus","research",22158037,0,"2019-04-07",1,1,0,"48.6959259697,-123.4341679004","Bombus vosnesenskii","species",57689,0,6529,1417799,256,0,56,0
"3798","Apis","research",22128806,0,"2019-04-06",2,2,0,"48.5574033333,-123.442925","Apis mellifera","species",47219,1,95272,1419793,256,0,1,0
"3799","Bombus","research",22125483,0,"2019-04-06",2,2,0,"48.4972616667,-123.3147583333","Bombus vosnesenskii","species",57689,0,6529,1425510,246,0,56,0
"3800","Bombus","research",22117209,0,"2019-04-06",2,2,0,"48.5314385413,-123.5290600388","Bombus bifarius","species",127052,1,795,277509,43,0,56,0
"3801","Bombus","needs_id",22110997,0,"2019-04-01",1,1,0,"49.4772285174,-123.7951247057","Pyrobombus","subgenus",538900,0,63340,203857,1,0,56,0
"3802","Bombus","research",22097825,0,"2019-04-06",2,2,0,"50.5911712646,-127.0847930908","Bombus melanopygus","species",130222,0,3688,896050,259,199,56,0
"3803","Bombus","needs_id",22086186,0,"2019-03-30",1,1,0,"48.4643133333,-123.3163616667","Pyrobombus","subgenus",538900,0,63340,1429056,255,0,56,0
"3804","Bombus","needs_id",22069336,0,"2017-06-11",0,0,0,"49.31562,-123.084398","Bombus vosnesenskii","species",57689,0,6529,1062241,63,0,56,NA
"3805","Bombus","research",22063893,0,"2019-04-05",1,1,0,"48.6568590071,-123.6389660292","Bombus melanopygus","species",130222,0,3688,1422492,577,40,56,0
"3806","Bombus","research",22063798,0,"2019-04-05",1,1,0,"48.6569406355,-123.6389579403","Bombus bifarius","species",127052,1,795,1422492,577,40,56,0
"3807","Bombus","research",22032969,0,"2019-04-03",1,1,0,"49.2542169754,-123.1978297344","Bombus melanopygus","species",130222,0,3688,1498549,86,0,56,0
"3808","Bombus","research",22032967,0,"2019-04-03",1,1,0,"49.2543850412,-123.1978941074","Bombus melanopygus","species",130222,0,3688,1498549,86,0,56,0
"3809","Bombus","research",22032966,0,"2019-04-03",1,1,0,"49.2543891,-123.1975937","Bombus melanopygus","species",130222,0,3688,1498549,86,0,56,0
"3810","Bombus","research",22031964,0,"2019-04-03",1,1,0,"49.254389144,-123.197593689","Bombus flavifrons","species",119308,0,692,1498549,86,0,56,0
"3811","Anthophora","needs_id",22001164,0,"2019-04-04",1,1,0,"48.4376523655,-123.2968019044","Anthophora","genus",57682,1,3750,1422492,577,40,11,0
"3812","Bombus","research",22000637,0,"2019-04-04",1,1,0,"49.5119865,-123.9168101","Bombus bifarius","species",127052,1,795,1541811,5757,184,56,0
"3813","Bombus","needs_id",22000013,0,"2019-04-04",0,0,0,"49.2911529541,-123.1271057129","Bombus impatiens","species",118970,0,27111,1567022,10,0,56,NA
"3814","Bombus","needs_id",21984300,0,"2019-03-29",3,3,0,"50.8677971511,-129.0327308439","Bombus","genus",52775,1,143140,1419424,245,0,56,0
"3815","Bombus","research",21972507,0,"2019-04-03",1,1,0,"49.2112098,-124.0201695","Bombus vosnesenskii","species",57689,0,6529,1410405,3354,5211,56,0
"3816","Bombus","research",21972481,0,"2019-03-30",1,1,0,"48.9657188,-123.5526373","Bombus sitkensis","species",142269,0,152,851705,31,0,56,0
"3817","Bombus","needs_id",21970852,0,"2019-03-30",3,3,0,"49.7070422413,-123.9622550543","Bombus","genus",52775,1,143140,1541811,5757,184,56,0
"3818","Bombus","needs_id",21968957,0,"2019-03-30",1,1,0,"49.7065359,-123.9652452","Pyrobombus","subgenus",538900,0,63340,1541811,5757,184,56,0
"3819","Bombus","needs_id",21962528,0,"2019-04-03",2,2,0,"49.2658321315,-123.3496849177","Pyrobombus","subgenus",538900,0,63340,1536149,63,0,56,0
"3820","Bombus","needs_id",21934231,0,"2019-04-02",2,2,0,"49.818859,-123.138736","Pyrobombus","subgenus",538900,0,63340,323802,2946,2109,56,0
"3821","Bombus","needs_id",21928656,2,"2019-03-31",2,2,0,"48.867419,-123.340054","Pyrobombus","subgenus",538900,0,63340,679628,781,2801,56,0
"3822","Bombus","needs_id",21924961,0,"2019-03-28",1,1,0,"48.873297,-123.346513","Pyrobombus","subgenus",538900,0,63340,679628,781,2801,56,0
"3823","Apis","research",21919831,0,"2019-04-02",3,3,0,"48.4740805482,-123.3096017607","Apis mellifera","species",47219,1,95272,1422492,577,40,1,0
"3824","Bombus","needs_id",21903035,0,"2019-04-01",2,2,0,"48.4668305556,-123.3181833333","Pyrobombus","subgenus",538900,0,63340,1206279,383,21,56,0
"3825","Anthophora","needs_id",21889151,0,"2019-04-01",1,1,0,"48.432997074,-123.4517845318","Anthophora","genus",57682,1,3750,424061,1118,4642,11,0
"3826","Bombus","needs_id",21886889,0,"2019-04-01",0,0,0,"49.2241557,-122.6069465","Bombus mixtus","species",319125,0,859,1535038,136,17,56,NA
"3827","Bombus","needs_id",21886888,0,"2019-04-01",1,1,0,"49.2241557,-122.6069465","Bombus","genus",52775,1,143140,1535038,136,17,56,0
"3828","Bombus","research",21886887,0,"2019-04-01",2,2,0,"49.2241557,-122.6069465","Bombus mixtus","species",319125,0,859,1535038,136,17,56,0
"3829","Bombus","research",21884117,0,"2019-04-01",1,1,0,"49.512100678,-123.9168769249","Bombus vosnesenskii","species",57689,0,6529,1541811,5757,184,56,0
"3830","Bombus","research",21863737,0,"2019-03-25",2,2,0,"49.704707,-123.14465","Bombus melanopygus","species",130222,0,3688,1137306,212,4,56,0
"3831","Bombus","needs_id",21854538,1,"2019-03-31",0,0,0,"49.2654983333,-122.7341033333","Bombus vosnesenskii","species",57689,0,6529,459348,42989,4821,56,NA
"3832","Bombus","research",21852419,0,"2019-03-31",2,2,0,"49.3159293949,-122.917465084","Bombus melanopygus","species",130222,0,3688,1424213,3616,347,56,0
"3833","Bombus","research",21850059,0,"2019-03-31",1,1,0,"48.4747599691,-123.3100814233","Bombus melanopygus","species",130222,0,3688,1422492,577,40,56,0
"3834","Bombus","needs_id",21847480,0,"2019-03-31",3,3,0,"48.3727760315,-123.566947937","Pyrobombus","subgenus",538900,0,63340,713326,113,0,56,0
"3835","Bombus","needs_id",21846936,1,"2019-03-23",1,1,0,"48.3728054026,-123.5672418787","Pyrobombus","subgenus",538900,0,63340,713326,113,0,56,0
"3836","Apis","research",21845460,0,"2019-03-31",3,3,0,"49.290309906,-122.7839584351","Apis mellifera","species",47219,1,95272,1417865,262,0,1,0
"3837","Bombus","needs_id",21841476,0,"2019-03-31",0,0,0,"49.2370886303,-123.0836459043","Bombus vosnesenskii","species",57689,0,6529,502010,577,137,56,NA
"3838","Bombus","needs_id",21840513,0,"2019-03-31",0,0,0,"49.32933,-123.1336055","Bombus vosnesenskii","species",57689,0,6529,1460460,163,0,56,NA
"3839","Bombus","needs_id",21839219,0,"2019-03-30",1,1,0,"48.43993882,-123.564062","Bombus","genus",52775,1,143140,1420133,296,2,56,0
"3840","Bombus","research",21817838,0,"2019-03-30",1,1,0,"48.8686642221,-123.3780687648","Bombus flavifrons","species",119308,0,692,37277,9935,6981,56,0
"3841","Anthophora","needs_id",21817828,0,"2019-03-30",2,2,0,"48.8782423686,-123.3169573146","Anthophora","genus",57682,1,3750,37277,9935,6981,11,0
"3842","Bombus","research",21810860,0,"2019-03-30",2,2,0,"49.2902020307,-123.054324571","Bombus impatiens","species",118970,0,27111,1218315,1493,154,56,0
"3843","Bombus","needs_id",21806782,0,"2019-03-30",2,2,0,"49.706674667,-123.965019895","Pyrobombus","subgenus",538900,0,63340,1541811,5757,184,56,0
"3844","Bombus","casual",21806595,0,NA,0,0,0,"49.2058346174,-123.023628965","Bombus impatiens","species",118970,0,27111,1567022,10,0,56,NA
"3845","Bombus","needs_id",21794011,4,"2019-03-30",0,0,0,"49.703595,-123.138999","Pyrobombus","subgenus",538900,0,63340,323802,2946,2109,56,NA
"3846","Bombus","needs_id",21791780,0,"2019-03-30",0,0,0,"48.568156,-123.28609691","Bombus","genus",52775,1,143140,1275556,103,0,56,NA
"3847","Bombus","needs_id",21788693,0,"2019-03-30",1,1,0,"49.3827136886,-123.3486022243","Pyrobombus","subgenus",538900,0,63340,1148374,6181,630,56,0
"3848","Bombus","research",21766474,1,"2019-03-28",1,1,0,"48.8738201525,-123.2917975622","Bombus mixtus","species",319125,0,859,37277,9935,6981,56,0
"3849","Bombus","needs_id",21766473,0,"2019-03-28",1,1,0,"48.8738201525,-123.2917975622","Pyrobombus","subgenus",538900,0,63340,37277,9935,6981,56,0
"3850","Bombus","needs_id",21766472,0,"2019-03-28",1,1,0,"48.8738201525,-123.2917975622","Bombus","genus",52775,1,143140,37277,9935,6981,56,0
"3851","Bombus","research",21760936,0,"2019-03-29",1,1,0,"48.5191616667,-123.5137716667","Bombus mixtus","species",319125,0,859,1419567,258,0,56,0
"3852","Bombus","needs_id",21756711,0,"2019-03-29",2,2,0,"48.4488070198,-123.3232683538","Pyrobombus","subgenus",538900,0,63340,1421746,283,1,56,0
"3853","Bombus","research",21756489,0,"2019-03-29",1,1,0,"48.4477586,-123.3231748","Bombus vosnesenskii","species",57689,0,6529,1421746,283,1,56,0
"3854","Bombus","needs_id",21749115,0,"2019-03-29",0,0,0,"49.2899408328,-123.0500208521","Bombus vosnesenskii","species",57689,0,6529,1218315,1493,154,56,NA
"3855","Bombus","research",21748495,0,"2019-03-29",2,2,0,"48.7282325556,-123.4687998958","Bombus bifarius","species",127052,1,795,1442791,103,4,56,0
"3856","Anthophorini","needs_id",21739909,0,"2019-03-27",3,3,0,"48.4325984261,-123.4516557741","Anthophorini","tribe",203135,0,7223,424061,1118,4642,NA,0
"3857","Bombus","needs_id",21739573,0,"2019-03-27",2,2,0,"48.4326838588,-123.4518810817","Pyrobombus","subgenus",538900,0,63340,424061,1118,4642,56,0
"3858","Anthophorini","needs_id",21738388,0,"2019-03-27",3,3,0,"48.4332176942,-123.4519775546","Anthophorini","tribe",203135,0,7223,424061,1118,4642,NA,0
"3859","Bombus","research",21737912,0,"2019-03-27",2,2,0,"48.432997057,-123.4516665411","Bombus sitkensis","species",142269,0,152,424061,1118,4642,56,0
"3860","Bombus","needs_id",21708444,0,"2019-03-28",1,1,0,"49.22657,-122.6056437","Bombus","genus",52775,1,143140,1535038,136,17,56,0
"3861","Apidae","needs_id",21705140,0,"2019-03-28",3,3,0,"48.4223903278,-123.3819718397","Apidae","family",47221,0,332361,1418047,278,0,NA,0
"3862","Ceratina","needs_id",21687934,0,"2018-08-20",0,0,0,"48.8696861261,-123.3199334525","Ceratina acantha","species",309461,0,4,37277,9935,6981,8,NA
"3863","Melissodes","needs_id",21687928,0,"2018-08-20",1,1,0,"48.8696861261,-123.3199334525","Melissodes","genus",52781,0,5353,37277,9935,6981,21,0
"3864","Melissodes","needs_id",21687690,0,"2018-08-20",0,0,0,"48.8696084974,-123.3199656391","Melissodes microstictus","species",747170,1,3,37277,9935,6981,21,NA
"3865","Melissodes","needs_id",21687689,0,"2018-08-20",1,1,0,"48.8696084974,-123.3199656391","Melissodes","genus",52781,0,5353,37277,9935,6981,21,0
"3866","Apis","research",21687686,0,"2018-08-20",2,2,0,"48.8696084974,-123.3199656391","Apis mellifera","species",47219,1,95272,37277,9935,6981,1,0
"3867","Bombus","needs_id",21675897,0,"2019-03-27",0,0,0,"49.2200311541,-123.207805683","Bombus vosnesenskii","species",57689,0,6529,147592,4039,14577,56,NA
"3868","Bombus","needs_id",21673348,0,"2019-03-27",2,2,0,"49.2769050598,-122.9151382446","Pyrobombus","subgenus",538900,0,63340,1239993,199,116,56,0
"3869","Apis","research",21673336,1,"2019-03-27",2,2,0,"49.2241557,-122.6069465","Apis mellifera","species",47219,1,95272,1535038,136,17,1,0
"3870","Bombus","research",21669446,0,"2012-08-01",1,1,0,"49.6506376,-125.4493906","Bombus bifarius","species",127052,1,795,424061,1118,4642,56,0
"3871","Bombus","research",21653802,0,"2019-03-26",2,2,0,"48.3949883333,-123.305205","Bombus vosnesenskii","species",57689,0,6529,1419362,276,0,56,0
"3872","Bombus","needs_id",21653207,0,"2019-03-26",1,1,0,"48.3948459596,-123.3049296167","Pyrobombus","subgenus",538900,0,63340,1422491,250,0,56,0
"3873","Bombus","needs_id",21652673,1,"2019-03-26",2,2,0,"49.3555523514,-124.4392483921","Bombus","genus",52775,1,143140,1417795,261,0,56,0
"3874","Bombus","needs_id",21648302,0,"2019-03-26",1,1,0,"48.8973916667,-123.3397366667","Pyrobombus","subgenus",538900,0,63340,176510,347,0,56,0
"3875","Bombus","needs_id",21648278,0,"2019-03-26",1,1,0,"48.89693,-123.3403033333","Pyrobombus","subgenus",538900,0,63340,176510,347,0,56,0
"3876","Bombus","research",21639109,0,"2016-05-25",1,1,0,"49.6713333333,-124.0157472222","Bombus melanopygus","species",130222,0,3688,650775,1162,195,56,0
"3877","Bombus","needs_id",21638297,0,"2019-03-26",2,2,0,"48.4116829887,-123.3398540928","Pyrobombus","subgenus",538900,0,63340,1442791,103,4,56,0
"3878","Ceratina","needs_id",21622738,0,"2018-08-20",0,0,0,"48.8621174613,-123.3721142344","Ceratina nanula","species",309463,0,1,37277,9935,6981,8,NA
"3879","Ceratina","needs_id",21622733,0,"2018-08-20",1,1,0,"48.8621174613,-123.3721142344","Zadontomerus","subgenus",468067,0,3385,37277,9935,6981,8,0
"3880","Eucerini","needs_id",21622732,0,"2018-08-20",2,2,0,"48.8621174613,-123.3721142344","Eucerini","tribe",121514,0,9337,37277,9935,6981,NA,0
"3881","Bombus","research",21619425,0,"2019-03-22",2,2,0,"49.2270105853,-123.0196118961","Bombus vosnesenskii","species",57689,0,6529,1544676,10,0,56,0
"3882","Bombus","needs_id",21608571,0,"2019-03-21",1,1,0,"48.8976533333,-123.3398583333","Pyrobombus","subgenus",538900,0,63340,176510,347,0,56,0
"3883","Bombus","research",21608442,0,"2019-03-25",1,1,0,"48.94212,-123.500855","Bombus vosnesenskii","species",57689,0,6529,176510,347,0,56,0
"3884","Anthophorini","needs_id",21601711,0,"2019-03-21",2,2,0,"48.4328618238,-123.4520742186","Anthophorini","tribe",203135,0,7223,424061,1118,4642,NA,0
"3885","Anthophorini","needs_id",21601320,0,"2019-03-21",2,2,0,"48.4304414,-123.4475788","Anthophorini","tribe",203135,0,7223,424061,1118,4642,NA,0
"3886","Bombus","needs_id",21597526,0,"2014-08-25",1,1,0,"49.9533416667,-125.8100066667","Pyrobombus","subgenus",538900,0,63340,520124,1990,11,56,0
"3887","Bombus","needs_id",21597524,0,"2014-08-25",1,1,0,"49.9533466667,-125.8100316667","Pyrobombus","subgenus",538900,0,63340,520124,1990,11,56,0
"3888","Bombus","needs_id",21590447,0,"2019-03-23",1,1,0,"49.3035383333,-123.1557305","Pyrobombus","subgenus",538900,0,63340,1419856,259,0,56,0
"3889","Bombus","research",21519742,0,"2019-03-18",1,1,0,"49.2634916667,-123.0712055","Bombus vosnesenskii","species",57689,0,6529,1536941,17,0,56,0
"3890","Bombus","research",21518401,0,"2019-03-21",3,3,0,"49.1657656431,-123.1461167336","Bombus impatiens","species",118970,0,27111,1548113,2,6,56,0
"3891","Bombus","research",21502767,0,"2019-03-22",1,1,0,"48.4623033333,-123.3117833333","Bombus vosnesenskii","species",57689,0,6529,1421746,283,1,56,0
"3892","Bombus","research",21501161,0,"2019-03-22",1,1,0,"48.4750781148,-123.3118889998","Bombus vosnesenskii","species",57689,0,6529,1422492,577,40,56,0
"3893","Apinae","needs_id",21494816,0,"2019-03-22",3,3,0,"48.4372704133,-123.2960871538","Apinae","subfamily",199939,1,276615,1438853,242,0,NA,0
"3894","Bombus","research",21485778,0,"2019-03-20",1,1,0,"48.43236348,-123.4510978992","Bombus mixtus","species",319125,0,859,424061,1118,4642,56,0
"3895","Bombus","research",21485645,0,"2019-03-20",1,1,0,"48.4325983825,-123.4510871314","Bombus vosnesenskii","species",57689,0,6529,424061,1118,4642,56,0
"3896","Apis","research",21476373,0,"2018-08-20",2,2,0,"48.8842224212,-123.341891308","Apis mellifera","species",47219,1,95272,37277,9935,6981,1,0
"3897","Bombus","research",21470745,0,"2019-03-21",3,3,0,"49.2659005079,-123.1243418902","Bombus melanopygus","species",130222,0,3688,755126,246,204,56,0
"3898","Bombus","needs_id",21458314,0,"2019-03-20",0,0,0,"48.4136783333,-123.3758466667","Bombus vosnesenskii","species",57689,0,6529,1427600,368,0,56,NA
"3899","Bombus","needs_id",21457098,0,"2019-03-21",1,1,0,"49.5119865,-123.9168101","Bombus vosnesenskii","species",57689,0,6529,1541811,5757,184,56,0
"3900","Bombus","research",21457097,0,"2019-03-21",2,2,0,"49.5119865,-123.9168101","Bombus vosnesenskii","species",57689,0,6529,1541811,5757,184,56,0
"3901","Habropoda","research",21457038,0,"2019-03-21",2,2,0,"49.5119865,-123.9168101","Habropoda miserabilis","species",307633,0,19,1541811,5757,184,1,0
"3902","Habropoda","research",21457037,0,"2019-03-21",2,2,0,"49.5119865,-123.9168101","Habropoda miserabilis","species",307633,0,19,1541811,5757,184,1,0
"3903","Habropoda","research",21457036,0,"2019-03-21",2,2,0,"49.5119865,-123.9168101","Habropoda miserabilis","species",307633,0,19,1541811,5757,184,1,0
"3904","Bombus","research",21453932,0,"2019-03-20",1,1,0,"48.431105084,-123.4495465805","Bombus melanopygus","species",130222,0,3688,424061,1118,4642,56,0
"3905","Bombus","research",21452789,0,"2019-03-20",1,1,0,"48.4304414,-123.4475788","Bombus bifarius","species",127052,1,795,424061,1118,4642,56,0
"3906","Bombus","research",21434698,0,"2019-03-20",2,2,0,"49.2461416117,-123.1016738517","Bombus vosnesenskii","species",57689,0,6529,1498549,86,0,56,0
"3907","Bombus","needs_id",21432949,0,"2019-03-20",1,1,0,"48.4635583333,-123.3112633333","Bombus vosnesenskii","species",57689,0,6529,1423133,325,0,56,0
"3908","Bombus","research",21426851,0,"2017-09-03",1,1,0,"49.6799195,-124.9808211","Bombus vosnesenskii","species",57689,0,6529,740567,1394,1536,56,0
"3909","Bombus","research",21424954,0,"2019-03-19",3,4,1,"49.5119865,-123.9168101","Bombus melanopygus","species",130222,0,3688,1541811,5757,184,56,0.25
"3910","Bombus","needs_id",21402403,0,"2019-03-18",3,3,0,"49.2767129541,-123.2248201221","Pyrobombus","subgenus",538900,0,63340,560336,12,0,56,0
"3911","Apis","research",21339901,0,"2019-03-17",1,1,0,"48.4177240231,-123.3428102228","Apis mellifera","species",47219,1,95272,1494532,1125,1186,1,0
"3912","Apis","research",21325154,0,"2011-04-17",1,1,0,"49.6836483,-125.01464","Apis mellifera","species",47219,1,95272,740567,1394,1536,1,0
"3913","Anthophora","needs_id",21274484,1,"2019-03-15",2,2,0,"48.4915187725,-123.3531200376","Anthophora","genus",57682,1,3750,515751,27029,6916,11,0
"3914","Bombus","research",21265586,0,"2019-03-15",2,2,0,"49.3294478596,-123.133539478","Bombus melanopygus","species",130222,0,3688,1460460,163,0,56,0
"3915","Bombus","research",21127216,0,"2018-08-12",2,2,0,"49.0993554098,-121.8070993665","Bombus impatiens","species",118970,0,27111,1519864,17,0,56,0
"3916","Bombus","research",21054308,0,"2019-03-07",2,2,0,"48.4350049586,-123.4509708981","Bombus melanopygus","species",130222,0,3688,424061,1118,4642,56,0
"3917","Melissodes","needs_id",21017609,0,"2018-08-20",2,2,0,"48.915222,-123.390376","Melissodes","genus",52781,0,5353,37277,9935,6981,21,0
"3918","Ceratina","needs_id",21016156,0,"2018-08-20",1,1,0,"48.8756988424,-123.3804300279","Zadontomerus","subgenus",468067,0,3385,37277,9935,6981,8,0
"3919","Bombus","needs_id",20987113,0,"2018-08-04",0,0,0,"52.2964225591,-127.6475600417","Bombus sitkensis","species",142269,0,152,1218315,1493,154,56,NA
"3920","Melissodes","needs_id",20799716,0,"2018-08-20",1,1,0,"48.8670023782,-123.3377291082","Melissodes","genus",52781,0,5353,37277,9935,6981,21,0
"3921","Ceratina","needs_id",20799715,0,"2018-08-20",2,2,0,"48.8670023782,-123.3377291082","Zadontomerus","subgenus",468067,0,3385,37277,9935,6981,8,0
"3922","Bombus","research",20783184,0,"2019-02-25",1,1,0,"48.43500511,-123.45096865","Bombus melanopygus","species",130222,0,3688,424061,1118,4642,56,0
"3923","Apis","research",20749482,0,"2018-05-11",2,2,0,"49.2506156,-124.075031","Apis mellifera","species",47219,1,95272,1410405,3354,5211,1,0
"3924","Bombus","needs_id",20743757,0,"2018-05-30",2,2,0,"49.6465724044,-125.0339633919","Pyrobombus","subgenus",538900,0,63340,740567,1394,1536,56,0
"3925","Bombus","research",20517779,0,"2018-07-10",1,1,0,"49.6981677807,-123.1587432435","Bombus vosnesenskii","species",57689,0,6529,650775,1162,195,56,0
"3926","Bombus","needs_id",20517773,0,"2018-07-10",1,1,0,"49.6981677807,-123.1587432435","Bombus flavifrons","species",119308,0,692,650775,1162,195,56,0
"3927","Apis","research",20517772,0,"2018-07-10",2,2,0,"49.6981677807,-123.1587432435","Apis mellifera","species",47219,1,95272,650775,1162,195,1,0
"3928","Bombus","research",20517771,0,"2018-07-10",2,2,0,"49.6981677807,-123.1587432435","Bombus mixtus","species",319125,0,859,650775,1162,195,56,0
"3929","Nomada","casual",20477417,0,"2011-04-30",0,0,0,"48.35,-123.56","Nomada edwardsii","species",57684,0,3,1472604,12507,158,33,NA
"3930","Nomada","casual",20477416,0,"2016-05-09",0,0,0,"48.33917778,-123.5374499","Nomada","genus",53648,0,6067,1472604,12507,158,33,NA
"3931","Nomada","casual",20477415,0,"2016-05-09",0,0,0,"48.33917778,-123.5374499","Nomada","genus",53648,0,6067,1472604,12507,158,33,NA
"3932","Nomada","casual",20477414,0,"2012-05-05",0,0,0,"48.384,-123.506","Nomada","genus",53648,0,6067,1472604,12507,158,33,NA
"3933","Bombus","needs_id",20464520,1,"2012-08-16",2,2,0,"61.429899983,-126.6106352092","Bombus","subgenus",538903,0,14240,264273,8208,93,56,0
"3934","Eucera","casual",20459913,0,"2012-05-05",0,0,0,"48.384,-123.506","Eucera frater","species",453648,0,12,1472604,12507,158,4,NA
"3935","Ceratina","casual",20457275,0,"2012-05-05",0,0,0,"48.395,-123.51","Ceratina","genus",155108,0,5355,1472604,12507,158,8,NA
"3936","Bombus","casual",20456424,0,"2012-05-05",0,0,0,"48.349,-123.547","Bombus vosnesenskii","species",57689,0,6529,1472604,12507,158,56,NA
"3937","Bombus","casual",20456423,0,"2012-05-05",0,0,0,"48.395,-123.51","Bombus vosnesenskii","species",57689,0,6529,1472604,12507,158,56,NA
"3938","Bombus","casual",20456422,0,"2012-05-05",0,0,0,"48.4,-123.5","Bombus vosnesenskii","species",57689,0,6529,1472604,12507,158,56,NA
"3939","Bombus","casual",20456421,0,"2012-05-05",0,0,0,"48.384,-123.506","Bombus vosnesenskii","species",57689,0,6529,1472604,12507,158,56,NA
"3940","Bombus","casual",20456420,0,"2012-05-05",0,0,0,"48.349,-123.547","Bombus vosnesenskii","species",57689,0,6529,1472604,12507,158,56,NA
"3941","Bombus","casual",20456419,0,"2012-05-05",0,0,0,"48.384,-123.506","Bombus mixtus","species",319125,0,859,1472604,12507,158,56,NA
"3942","Bombus","casual",20456418,0,"2012-05-05",0,0,0,"48.384,-123.506","Bombus melanopygus","species",130222,0,3688,1472604,12507,158,56,NA
"3943","Bombus","casual",20456417,0,"2012-05-05",0,0,0,"48.349,-123.547","Bombus melanopygus","species",130222,0,3688,1472604,12507,158,56,NA
"3944","Bombus","casual",20456416,0,"2012-05-05",0,0,0,"48.395,-123.51","Bombus flavifrons","species",119308,0,692,1472604,12507,158,56,NA
"3945","Bombus","casual",20456415,0,"2012-05-05",0,0,0,"48.384,-123.506","Bombus flavifrons","species",119308,0,692,1472604,12507,158,56,NA
"3946","Bombus","casual",20456414,0,"2012-05-05",0,0,0,"48.349,-123.547","Bombus bifarius","species",127052,1,795,1472604,12507,158,56,NA
"3947","Bombus","casual",20456413,0,"2012-05-05",0,0,0,"48.384,-123.506","Bombus bifarius","species",127052,1,795,1472604,12507,158,56,NA
"3948","Bombus","casual",20456412,0,"2012-05-05",0,0,0,"48.395,-123.51","Bombus bifarius","species",127052,1,795,1472604,12507,158,56,NA
"3949","Bombus","casual",20456411,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3950","Bombus","casual",20456410,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3951","Bombus","casual",20456409,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3952","Bombus","casual",20456408,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3953","Bombus","casual",20456407,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3954","Bombus","casual",20456406,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3955","Bombus","casual",20456405,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3956","Bombus","casual",20456404,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
"3957","Bombus","casual",20456403,0,"2016-05-09",0,0,0,"48.3905,-123.4916","Bombus","genus",52775,1,143140,1472604,12507,158,56,NA
